FIPS,name,trump,sanders,clinton,walker,carson,cruz,bush,other
5117,"Prairie County, Arkansas",100,0,0,0,0,0,0,0
5119,"Pulaski County, Arkansas",50.91453853,10.98378436,13.09711847,1.724352571,3.963639311,1.941295161,3.47900151,13.89627009
5121,"Randolph County, Arkansas",85.64595454,7.487419242,0,6.866626222,0,0,0,0
5123,"St Francis County, Arkansas",17.4635969,3.058941797,7.862486406,1.289526204,0,0,1.334662345,68.99078635
5125,"Saline County, Arkansas",54.46197435,7.688306043,24.61471496,3.199122738,1.368538952,2.159525,3.933940142,2.573877818
5127,"Scott County, Arkansas",16.88403601,27.78325912,37.99605965,0,0,7.151150016,9.428137004,0.7573582
5129,"Searcy County, Arkansas",29.03202741,6.86730611,0,0,7.953262748,54.40403234,0,1.743371393
5131,"Sebastian County, Arkansas",40.96883848,12.43309494,18.87348134,5.784186035,1.754041886,1.751290881,1.988488612,16.44657783
5133,"Sevier County, Arkansas",86.17324503,1.895307711,2.323665728,0.667236058,0.695026809,0,2.917222393,5.32829627
5135,"Sharp County, Arkansas",50.05403637,4.152523102,20.4296838,0.47986542,0.656109211,1.100434618,1.321845448,21.80550203
5137,"Stone County, Arkansas",42.50118663,4.934340068,23.60083523,5.416530493,0,0,4.407122946,19.13998464
5139,"Union County, Arkansas",72.47126274,5.333379196,4.537385743,0.796016409,0,2.048297792,2.161765723,12.65189239
5141,"Van Buren County, Arkansas",53.93499485,9.613553408,8.682113641,3.094995713,0,0,0,24.67434238
5143,"Washington County, Arkansas",67.15485904,8.50567857,13.959312,1.24930907,0.398593554,2.054438153,1.279499732,5.398309881
5145,"White County, Arkansas",32.59105261,1.353729059,25.86186547,0.106894135,21.6288192,4.853066373,8.357322101,5.247251055
5147,"Woodruff County, Arkansas",0,0,33.33333333,0,0,0,0,66.66666667
5149,"Yell County, Arkansas",47.44083094,0,15.49024939,0,29.63461289,0,0,7.434306776
6001,"Alameda County, California",54.79248802,12.98827539,7.851549992,4.240558844,1.295241391,2.540882395,3.507682983,12.78332098
6003,"Alpine County, California",0,11.06848255,0,2.956922782,0,0,0,85.97459467
6005,"Amador County, California",52.5795629,12.27207687,12.79687899,7.798335336,1.353141037,0.689390184,4.552852172,7.957762505
6007,"Butte County, California",74.40699754,4.260793792,11.80156646,4.584718765,0.567968965,0.60305062,0.555759556,3.219144311
6009,"Calaveras County, California",60.44288555,9.865842206,17.4610997,0.766542396,0.717579207,0.974742448,5.123158811,4.648149684
6011,"Colusa County, California",69.50631464,6.003100728,13.06316729,0.990594267,3.38872123,0.498696733,1.206610713,5.342794398
6013,"Contra Costa County, California",47.08392542,12.12082941,24.28538794,3.18536852,1.082880783,1.391233079,2.584051691,8.266323151
6015,"Del Norte County, California",41.61695323,5.463155571,7.03725413,1.125309383,1.090067867,0.270782671,0.567090747,42.8293864
6017,"El Dorado County, California",51.10408171,12.48900871,11.49135418,8.089671362,0.887104176,1.047016994,1.523504711,13.36825816
6019,"Fresno County, California",66.55559235,10.09697346,2.988368457,1.052439021,1.480896826,0.72962839,7.361929059,9.734172431
6021,"Glenn County, California",30.17741758,13.08850282,14.91552151,11.37706467,6.089115381,3.476197814,1.28767794,19.58850228
6023,"Humboldt County, California",41.82138603,24.75613801,10.82972886,3.575344215,1.533703995,1.3912989,7.854545085,8.237854906
6025,"Imperial County, California",55.7120468,10.31014027,9.749710043,0.771749108,0.401324625,1.286662124,1.3349485,20.43341853
6027,"Inyo County, California",44.39260964,4.504987876,1.24724032,1.98469204,0,0.32664689,0.069827577,47.47399566
6029,"Kern County, California",64.49758834,6.905185375,5.737064576,1.207930141,0.724907635,2.898198446,13.12694815,4.90217734
6031,"Kings County, California",40.92646301,1.160596727,4.126036483,1.784995338,4.578266775,32.54122332,1.200201101,13.68221725
6033,"Lake County, California",57.45855148,14.29019607,15.5161696,1.983883934,0.119675322,0.179781748,1.969493357,8.482248497
6035,"Lassen County, California",76.63994911,7.419677304,7.021886245,0.489987667,0.625701961,2.134857146,1.101860674,4.566079889
6037,"Los Angeles County, California",63.53400752,10.00840422,9.191766031,1.696067198,0.835908915,2.123829572,3.839009138,8.77100741
6039,"Madera County, California",60.09868771,7.366610095,9.241996709,1.483706438,0.870889837,1.559554207,3.478127835,15.90042717
6041,"Marin County, California",54.29166632,16.25852639,10.89862025,4.295521568,0.553158082,1.788366476,2.484801897,9.429339016
6043,"Mariposa County, California",40.42905714,8.947687785,4.854492629,5.17468878,1.157759218,1.09280407,1.342486362,37.00102401
6045,"Mendocino County, California",38.62004499,31.18475078,12.20173383,4.055704419,2.969102825,0.947803413,1.501308446,8.519551304
6047,"Merced County, California",71.78337392,3.181159269,5.941487119,4.257605355,2.117781553,0.630992152,2.810093568,9.277507066
6049,"Modoc County, California",72.900085,11.84624881,5.03028071,0.801323637,3.651890842,1.146290341,1.521131256,3.102749406
6051,"Mono County, California",63.75503012,8.499789441,6.46092517,9.451510665,0.771282008,0,3.949862037,7.111600563
6053,"Monterey County, California",71.68658181,7.462901415,10.11967043,0.834054351,0.632822304,1.579740448,3.106956361,4.577272876
6055,"Napa County, California",55.82226895,10.35029521,10.59498695,4.073370992,1.783721833,3.874276666,2.066960542,11.43411886
6057,"Nevada County, California",46.2621992,23.14691697,9.5176547,3.757632737,0.748158857,3.958242952,3.960062361,8.64913222
6059,"Orange County, California",58.81442625,9.64540639,10.85658901,2.779413914,1.849832822,2.689984475,2.83982548,10.52452165
6061,"Placer County, California",47.18494468,15.70731344,10.76228382,2.705043105,2.295164754,1.852245392,3.350442146,16.14256268
6063,"Plumas County, California",50.21617817,4.384594052,0.962816557,2.241673853,1.27279142,0.144131098,0,40.77781485
6065,"Riverside County, California",59.68515359,9.721357365,9.110597987,1.832948212,1.186603781,6.494088042,2.612457366,9.356793654
6067,"Sacramento County, California",53.81209729,13.50866449,11.26128144,2.102851225,1.6345192,1.828557349,4.636988683,11.21504032
6069,"San Benito County, California",58.00828049,8.908603928,7.336131019,5.232517684,0.527151161,15.99255118,1.127567386,2.867197145
6071,"San Bernardino County, California",60.97853568,8.484986891,9.915690603,2.775457909,1.099836901,1.926455485,2.623869819,12.19516672
6073,"San Diego County, California",68.11405144,8.799238798,7.261534607,1.839079768,1.589909492,1.214430088,1.864469837,9.317285966
6075,"San Francisco County, California",55.15832247,13.72194201,9.749058526,2.744262814,1.414664302,2.2591184,3.907989811,11.04464167
6077,"San Joaquin County, California",52.8417724,5.989152415,11.49217576,1.89921328,1.87443961,1.249839923,3.301863423,21.35154319
6079,"San Luis Obispo County, California",54.55510171,16.63220774,8.988869375,5.804403492,1.33291168,1.650541058,2.143577379,8.892387567
6081,"San Mateo County, California",49.54697972,13.15090746,12.17031968,2.498981092,1.21422371,2.945377378,6.347086946,12.12612401
6083,"Santa Barbara County, California",60.05072588,10.36353873,6.934944266,5.550716955,2.123393624,1.318128359,5.157091064,8.50146112
6085,"Santa Clara County, California",52.2065417,15.17853528,11.10770899,2.484826369,1.063540536,2.259426872,4.403195455,11.29622479
6087,"Santa Cruz County, California",43.18373495,4.822469683,0.961951828,0.241694689,2.017953026,0.183518341,5.397917505,43.19075998
6089,"Shasta County, California",60.02765825,14.69601659,7.85200224,2.065605817,2.598996325,2.939560359,0.947947963,8.872212454
6093,"Siskiyou County, California",62.43652018,7.767935328,11.7810924,1.980390008,0.249808996,0,0.046355243,15.73789784
6095,"Solano County, California",72.01752667,8.298385037,5.895364525,2.002350743,0.894621167,2.210375251,2.296784836,6.384591775
6097,"Sonoma County, California",53.29411942,11.96147606,13.4212604,1.936725707,0.680461094,0.750583156,1.071243438,16.88413072
6099,"Stanislaus County, California",92.83275078,1.17529529,1.311613506,0.284395987,0.673185709,0.33693638,0.615365365,2.77045698
6101,"Sutter County, California",41.60893,2.887003172,0.429250866,0.009744654,2.16354516,0.157950677,5.666127384,47.07744809
6103,"Tehama County, California",42.72668407,34.24979158,4.486955798,3.559349582,0.777666818,0.435091181,1.030845157,12.73361582
6105,"Trinity County, California",48.0029653,34.80281871,2.774446221,0.149482162,4.958173474,1.234040346,1.564009596,6.514064199
6107,"Tulare County, California",88.16534039,1.762804351,4.217502035,0.586788048,0.343283452,0.400857418,1.874744768,2.64867954
6109,"Tuolumne County, California",60.03593529,4.435064703,6.247730708,4.849130876,5.097844738,0.288755635,2.649070602,16.39646745
6111,"Ventura County, California",59.62886374,11.84161242,8.356279876,1.354130953,0.717715221,5.254032836,2.176951328,10.67041363
6113,"Yolo County, California",62.28896044,15.3532114,8.512885126,1.514050629,0.546010806,4.535621788,1.802625532,5.44663428
6115,"Yuba County, California",41.79498952,1.57084603,15.35837138,0.262819198,4.514229013,5.980690601,3.165873347,27.35218091
8001,"Adams County, Colorado",58.21838774,13.49415346,8.387205662,3.139441618,3.364926421,1.15413481,2.481826639,9.75992365
8003,"Alamosa County, Colorado",48.16364658,12.08980248,2.462863692,1.730478383,3.681522236,0.266918071,5.769289099,25.83547945
8005,"Arapahoe County, Colorado",64.04397488,7.7598701,4.5095602,5.33835345,2.291304065,6.658296943,1.99022038,7.408419979
8007,"Archuleta County, Colorado",57.95460705,10.6664095,14.19860379,3.596591186,2.758619642,1.817723754,3.450732557,5.556712516
8009,"Baca County, Colorado",100,0,0,0,0,0,0,0
8011,"Bent County, Colorado",10.60235555,60.07143255,9.607762716,0,10.56306236,0,0,9.155386822
8013,"Boulder County, Colorado",53.09163052,16.73807572,11.54760025,1.810839346,2.967150551,2.290435859,3.302015299,8.252252457
8014,"Broomfield County, Colorado",48.24828215,12.46904598,12.51771435,5.360695546,1.577552161,2.267767578,3.291458247,14.26748399
8015,"Chaffee County, Colorado",54.32137166,13.31021821,14.37555177,3.623047826,0,3.37335036,3.976279968,7.020180207
8017,"Cheyenne County, Colorado",79.83544776,0,0,0,0,0,10.7449617,9.41959054
8019,"Clear Creek County, Colorado",37.4516864,40.76864027,7.920154453,2.26719728,0.705634846,1.747940487,0.694444907,8.444301356
8021,"Conejos County, Colorado",8.790835438,41.88732877,0.826887276,41.73264882,0,0,1.673256237,5.089043462
8023,"Costilla County, Colorado",100,0,0,0,0,0,0,0
8025,"Crowley County, Colorado",81.25163241,18.74836759,0,0,0,0,0,0
8027,"Custer County, Colorado",54.47056153,18.50288713,1.24768631,5.029641431,2.736402779,4.268601368,2.176472539,11.56774691
8029,"Delta County, Colorado",46.98551675,18.87962918,7.543991128,3.788319977,1.854911807,4.726231259,0.850732642,15.37066725
8031,"Denver County, Colorado",52.53313898,15.8006928,9.470827589,3.083124246,1.90718438,2.581613021,3.583565666,11.03985331
